"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Blake Comeau","BLAKE.COMEAU","8471260","20-21","DAL","L","R",1986-02-18,34,2004,2,47,51,704.13,0.26,0.34,0.34,0.94,5.96,7.75,10.65,0.51,4.29,3.3,6.59,1.45,1.45,1.36,8.78,3.66,0.68,0.51,0.09,0.09,-0.17,4,3.49,0.51
"Blake Comeau","BLAKE.COMEAU","8471260","21-22","DAL","L","R",1986-02-18,35,2004,2,47,6,62.02,0.97,0,0,0.97,1.93,1.93,4.84,0.15,50,50,7.5,2.9,3.87,0.97,12.58,4.84,0.97,0,0,0,-0.97,0,0,0
"Blake Geoffrion","BLAKE.GEOFFRION","8473608","10-11","NSH","C","L",1988-02-03,22,2006,2,56,20,162.55,2.21,0,0.74,2.95,8.86,9.6,12.92,0.87,25,23.08,9.12,1.48,2.21,4.06,2.95,9.97,0.37,0.37,0.37,0.37,0,16.61,19.19,-2.58
"Blake Geoffrion","BLAKE.GEOFFRION","8473608","11-12","MTL","C","L",1988-02-03,23,2006,2,56,13,153.62,0.78,0,0,0.78,6.64,8.98,14.06,0.55,11.76,8.7,6.13,1.17,1.17,1.56,4.3,8.59,1.95,1.95,0,0,0,0.39,1.17,-0.78
"Blake Geoffrion","BLAKE.GEOFFRION","8473608","11-12","NSH","C","L",1988-02-03,23,2006,2,56,22,194.6,0,0.62,0.31,0.92,3.08,5.24,8.02,0.21,0,0,3.94,2.47,1.85,2.16,8.63,6.17,1.54,0.62,0.31,0.62,-0.62,16.96,20.04,-3.08
"Blake Hillman","BLAKE.HILLMAN","8479595","17-18","CHI","D","L",1996-01-26,21,2016,6,173,4,65.63,0,0,0,0,3.66,5.49,8.23,0.05,0,0,0.83,6.4,0,0,4.57,7.31,0,0,0,0,0,0,0,0
"Blake Lizotte","BLAKE.LIZOTTE","8481481","18-19","L.A","C","L",1997-12-13,20,2016,NA,NA,1,11.2,0,0,0,0,5.36,5.36,10.71,1.02,0,0,19,5.36,0,5.36,0,10.71,0,0,0,0,0,21.43,21.43,0
"Blake Lizotte","BLAKE.LIZOTTE","8481481","19-20","L.A","C","L",1997-12-13,21,2016,NA,NA,65,756,0.16,0.63,0.48,1.27,5.4,7.86,10.63,0.49,2.94,2.02,6.24,1.75,1.43,1.51,3.25,7.86,0.71,1.35,0,0,0.63,22.3,21.75,0.56
"Blake Lizotte","BLAKE.LIZOTTE","8481481","20-21","L.A","C","L",1997-12-13,22,2016,NA,NA,41,448.7,0.27,0.13,0.8,1.2,4.68,7.22,9.23,0.48,5.71,3.7,6.63,2.27,0.8,0.53,3.88,6.55,1.07,0.8,0,0,-0.27,22.33,19.92,2.41
"Blake Lizotte","BLAKE.LIZOTTE","8481481","21-22","L.A","C","L",1997-12-13,23,2016,NA,NA,70,758.95,0.63,0.55,0.32,1.5,6.72,9.01,10.44,0.63,9.41,7.02,6.95,0.79,0.71,2.21,5.69,10.75,0.79,0.95,0,0,0.16,21.66,20.55,1.11
"Blake Lizotte","BLAKE.LIZOTTE","8481481","22-23","L.A","C","L",1997-12-13,24,2016,NA,NA,81,922.97,0.65,0.91,0.26,1.82,6.57,9.36,10.79,0.68,9.9,6.94,7.22,2.21,0.98,1.89,5.92,11.38,1.3,1.82,0.13,0.07,0.46,24.25,21.71,2.54
"Blake Lizotte","BLAKE.LIZOTTE","8481481","23-24","L.A","C","L",1997-12-13,25,2016,NA,NA,62,616.02,0.39,0.49,0.19,1.07,6.62,8.67,11.3,0.67,5.88,4.49,7.76,1.56,1.07,0.88,5.75,9.16,0.97,0.68,0,0,-0.29,14.61,15.88,-1.27
"Blake Lizotte","BLAKE.LIZOTTE","8481481","24-25","PIT","C","L",1997-12-13,26,2016,NA,NA,59,662.1,0.72,0.45,0.27,1.45,3.99,6.25,8.43,0.49,18.18,11.59,7.77,2.27,3.17,0.72,5.17,6.52,1,0.27,0,0,-0.72,14.5,12.51,1.99
"Blake Pietila","BLAKE.PIETILA","8476370","15-16","N.J","L","L",1993-02-20,22,2011,5,129,7,73.5,0,0.82,0,0.82,7.35,7.35,10.61,0.26,0,0,3.56,1.63,0,0,14.69,10.61,0.82,1.63,0,0,0.82,0,0,0
"Blake Pietila","BLAKE.PIETILA","8476370","16-17","N.J","L","L",1993-02-20,23,2011,5,129,10,116.77,0,0.51,0,0.51,4.11,5.65,8.74,0.31,0,0,5.55,2.57,0,1.03,8.22,7.71,1.03,0.51,0,0,-0.51,9.25,7.71,1.54
"Blake Pietila","BLAKE.PIETILA","8476370","17-18","N.J","L","L",1993-02-20,24,2011,5,129,2,18.92,0,0,0,0,3.17,12.68,12.68,0.41,0,0,3.25,0,3.17,6.34,15.86,6.34,0,0,0,0,0,0,0,0
"Blake Pietila","BLAKE.PIETILA","8476370","18-19","N.J","L","L",1993-02-20,25,2011,5,129,19,225.12,0,0.27,0,0.27,4.53,7.2,10.13,0.42,0,0,5.89,1.07,0.53,2.13,9.59,5.06,0.8,0.53,0,0,-0.27,7.73,10.39,-2.67
"Blake Speers","BLAKE.SPEERS","8478480","16-17","N.J","C","R",1997-01-02,19,2015,3,67,3,24.88,0,0,0,0,7.23,7.23,7.23,0.34,0,0,4.67,2.41,0,2.41,2.41,4.82,0,0,0,0,0,0,2.41,-2.41
"Blake Speers","BLAKE.SPEERS","8478480","21-22","ARI","C","R",1997-01-02,24,2015,3,67,2,17.72,0,0,0,0,3.39,3.39,6.77,0.14,0,0,4,6.77,3.39,3.39,10.16,3.39,3.39,0,0,0,-3.39,20.32,16.93,3.39
"Blake Wheeler","BLAKE.WHEELER","8471218","08-09","BOS","R","R",1986-08-31,22,2004,1,5,80,914.58,0.98,0.79,0.59,2.36,8.46,11.02,12.92,0.85,11.63,8.93,7.68,1.18,1.57,2.03,3.02,5.71,1.25,0.85,0,0,-0.39,0.72,1.18,-0.46
"Blake Wheeler","BLAKE.WHEELER","8471218","09-10","BOS","R","R",1986-08-31,23,2004,1,5,82,1016.37,0.83,0.59,0.24,1.65,7.44,10.39,13.75,0.72,11.11,7.95,6.91,1.59,1.3,0.89,3.48,4.19,1.12,0.53,0.06,0.06,-0.59,0.71,0.83,-0.12
"Blake Wheeler","BLAKE.WHEELER","8471218","10-11","ATL","R","R",1986-08-31,24,2004,1,5,23,348.3,1.21,0.86,0.34,2.41,11.71,14.99,17.92,1.02,10.29,8.05,6.78,1.72,1.21,2.93,2.76,4.31,0.86,0.34,0,0,-0.52,0,1.21,-1.21
"Blake Wheeler","BLAKE.WHEELER","8471218","10-11","BOS","R","R",1986-08-31,24,2004,1,5,58,734.62,0.9,0.49,0.49,1.88,7.35,9.64,11.84,0.65,12.22,9.32,6.79,2.29,1.63,1.47,4.33,5.31,1.14,0.49,0,0,-0.65,3.68,5.96,-2.29
"Blake Wheeler","BLAKE.WHEELER","8471218","11-12","WPG","R","R",1986-08-31,25,2004,1,5,80,1276.07,0.52,1.13,0.56,2.21,8.51,12.27,14.58,0.87,6.08,4.21,7.05,1.93,1.32,2.3,4.89,5.92,0.8,0.99,0.05,0.05,0.19,0.14,0.28,-0.14
"Blake Wheeler","BLAKE.WHEELER","8471218","12-13","WPG","R","R",1986-08-31,26,2004,1,5,48,742.32,1.05,0.81,0.4,2.26,8.33,12.12,15.03,0.87,12.62,8.67,7.15,3.15,1.37,2.18,6.87,6.79,0.57,0.81,0,0,0.24,0.24,0.97,-0.73
"Blake Wheeler","BLAKE.WHEELER","8471218","13-14","WPG","R","R",1986-08-31,27,2004,1,5,82,1208.92,0.84,0.99,0.45,2.28,8.98,12.51,16.03,0.78,9.39,6.75,6.27,2.88,1.24,1.44,7.05,6.45,0.65,1.14,0,0,0.5,0.5,0.84,-0.35
"Blake Wheeler","BLAKE.WHEELER","8471218","14-15","WPG","R","R",1986-08-31,28,2004,1,5,79,1120.92,0.86,0.86,0.32,2.03,10.06,14.18,17.24,0.91,8.51,6.04,6.41,2.09,1.07,1.45,5.94,5.41,1.12,0.59,0.16,0.16,-0.54,0.64,0.64,0
"Blake Wheeler","BLAKE.WHEELER","8471218","15-16","WPG","R","R",1986-08-31,29,2004,1,5,82,1194.48,0.9,1.31,0.35,2.56,10,13.66,17.03,0.78,9.05,6.62,5.7,2.21,1.86,1.56,4.27,4.17,0.85,1.21,0.05,0.05,0.35,0.45,0.75,-0.3
"Blake Wheeler","BLAKE.WHEELER","8471218","16-17","WPG","R","R",1986-08-31,30,2004,1,5,82,1235.5,0.73,0.87,0.39,1.99,9.08,12.09,14.67,0.74,8.02,6.02,6.12,1.85,1.65,1.51,4.66,4.47,0.63,0.63,0.05,0.05,0,1.89,2.19,-0.29
"Blake Wheeler","BLAKE.WHEELER","8471218","17-18","WPG","R","R",1986-08-31,31,2004,1,5,81,1238.87,0.68,0.68,0.68,2.03,8.62,11.09,14.29,0.69,7.87,6.11,6.19,2.47,2.03,1.11,4.26,3.68,1.02,0.77,0,0,-0.24,6.88,7.36,-0.48
"Blake Wheeler","BLAKE.WHEELER","8471218","18-19","WPG","R","R",1986-08-31,32,2004,1,5,82,1251.4,0.62,0.86,0.53,2.01,8.25,10.84,13.33,0.65,7.56,5.75,5.98,1.73,0.82,1.63,3.64,3.6,0.82,0.62,0.1,0.1,-0.19,1.15,2.4,-1.25
"Blake Wheeler","BLAKE.WHEELER","8471218","19-20","WPG","R","R",1986-08-31,33,2004,1,5,71,1038.28,0.81,0.64,0.4,1.85,7.22,10.17,12.48,0.68,11.2,7.95,6.71,2.66,2.31,1.79,5.49,3,0.52,0.87,0.06,0.06,0.35,15.72,15.43,0.29
"Blake Wheeler","BLAKE.WHEELER","8471218","20-21","WPG","R","R",1986-08-31,34,2004,1,5,50,733.45,0.74,1.06,0.33,2.13,7.44,9.41,10.72,0.65,9.89,7.83,6.95,2.29,1.06,1.8,4.83,3.93,1.47,0.74,0,0,-0.74,0.25,0.33,-0.08
"Blake Wheeler","BLAKE.WHEELER","8471218","21-22","WPG","R","R",1986-08-31,35,2004,1,5,65,1008.47,0.71,0.89,0.42,2.02,8.27,10.17,12.61,0.91,8.63,7.02,8.9,2.08,1.96,1.78,3.51,2.97,0.59,0.59,0,0,0,0.06,0.83,-0.77
"Blake Wheeler","BLAKE.WHEELER","8471218","22-23","WPG","R","R",1986-08-31,36,2004,1,5,72,957.85,0.5,1,0.63,2.13,6.01,9.27,12.15,0.76,8.33,5.41,8.16,1.69,1.32,2.63,2.94,3.45,1.06,0.44,0,0,-0.63,3.45,3.07,0.38
"Blake Wheeler","BLAKE.WHEELER","8471218","23-24","NYR","R","R",1986-08-31,37,2004,1,5,54,622.88,0.58,0.39,0.67,1.64,6.74,9.44,11.94,0.62,8.57,6.12,6.52,2.89,2.02,1.44,2.89,3.95,0.67,0.19,0.1,0.1,-0.48,2.02,1.25,0.77
"Bo Horvat","BO.HORVAT","8477500","14-15","VAN","C","L",1995-04-05,19,2013,1,9,68,759.45,0.95,0.4,0.32,1.66,6.48,8.53,10.19,0.77,14.63,11.11,9.07,3.48,0.79,1.03,5.45,3.63,0.55,0.47,0,0,-0.08,30.57,28.13,2.45
"Bo Horvat","BO.HORVAT","8477500","15-16","VAN","C","L",1995-04-05,20,2013,1,9,82,1042.42,0.63,0.35,0.46,1.44,6.5,8.46,10.82,0.66,9.73,7.48,7.75,2.07,0.69,1.27,3.34,3.45,0.29,0.69,0,0,0.4,32.64,29.3,3.34
"Bo Horvat","BO.HORVAT","8477500","16-17","VAN","C","L",1995-04-05,21,2013,1,9,81,1111.65,0.76,0.81,0.27,1.84,6.64,10.2,12.25,0.86,11.38,7.41,8.46,1.84,0.97,1.67,3.29,3.56,0.54,0.65,0.05,0.05,0.11,31.3,31.25,0.05
"Bo Horvat","BO.HORVAT","8477500","17-18","VAN","C","L",1995-04-05,22,2013,1,9,64,936.43,0.7,0.9,0.26,1.86,7.05,9.16,11.98,0.7,10,7.69,7.69,1.73,1.22,1.09,2.18,3.97,0.13,0.7,0,0,0.58,33.83,29.92,3.91
"Bo Horvat","BO.HORVAT","8477500","18-19","VAN","C","L",1995-04-05,23,2013,1,9,82,1342.53,0.76,0.45,0.4,1.61,7.51,9.83,12.16,0.74,10.12,7.73,7.51,2.59,1.34,1.16,2.37,2.9,0.49,0.67,0.04,0.04,0.18,38.79,32.94,5.85
"Bo Horvat","BO.HORVAT","8477500","19-20","VAN","C","L",1995-04-05,24,2013,1,9,69,1023.18,0.29,0.88,0.47,1.64,6.92,9.03,11.43,0.71,4.24,3.25,7.86,3.28,1.29,1.52,3.05,2.99,0.41,0.59,0.06,0.06,0.18,37.35,29.26,8.09
"Bo Horvat","BO.HORVAT","8477500","20-21","VAN","C","L",1995-04-05,25,2013,1,9,56,847.58,0.78,0.5,0.42,1.7,6.73,8.28,10.34,0.63,11.58,9.4,7.62,2.55,1.06,1.56,4.32,3.54,0.28,0.28,0.07,0.07,0,33.91,33.34,0.57
"Bo Horvat","BO.HORVAT","8477500","21-22","VAN","C","L",1995-04-05,26,2013,1,9,70,1008.1,0.83,0.65,0.18,1.67,7.44,10.06,11.84,0.71,11.2,8.28,7.09,2.5,0.89,1.49,5.54,3.15,1.19,0.71,0,0,-0.48,35.18,28.15,7.02
"Bo Horvat","BO.HORVAT","8477500","22-23","NYI","C","L",1995-04-05,27,2013,1,9,30,478.13,0.5,0.38,0.25,1.13,8.41,11.29,13.05,0.96,5.97,4.44,8.52,2.76,2.38,1.25,2.51,3.14,0.25,0.5,0,0,0.25,29.24,23.59,5.65
"Bo Horvat","BO.HORVAT","8477500","22-23","VAN","C","L",1995-04-05,27,2013,1,9,49,708.93,1.35,0.85,0.34,2.54,6.94,8.97,10.66,0.79,19.51,15.09,8.82,2.2,1.1,1.86,2.96,2.54,0.34,0.76,0,0,0.42,32.42,27.08,5.33
"Bo Horvat","BO.HORVAT","8477500","23-24","NYI","C","L",1995-04-05,28,2013,1,9,81,1244.25,1.01,0.58,0.68,2.27,9.07,12.3,14.9,0.86,11.17,8.24,6.96,1.69,1.83,1.54,2.7,2.75,0.34,0.53,0,0,0.19,27.63,24.01,3.62
"Bo Horvat","BO.HORVAT","8477500","24-25","NYI","C","L",1995-04-05,29,2013,1,9,81,1240.4,0.92,0.82,0.34,2.08,7.93,12.14,15.29,0.86,11.59,7.57,7.12,1.55,3.63,0.82,4.6,2.61,0.34,0.44,0,0,0.1,27.91,19.83,8.08
"Bobby Brink","BOBBY.BRINK","8481553","21-22","PHI","R","R",2001-07-08,20,2019,2,34,10,116.53,0,1.03,0.51,1.54,8.24,11.33,13.39,1.01,0,0,8.91,1.03,2.06,0.51,6.69,4.63,0,0.51,0,0,0.51,1.54,0.51,1.03
"Bobby Brink","BOBBY.BRINK","8481553","23-24","PHI","R","R",2001-07-08,22,2019,2,34,57,645.73,0.65,0.84,0.09,1.58,5.48,7.43,10.22,0.64,11.86,8.75,8.56,2.14,0.93,0.84,3.16,5.67,0.19,1.02,0,0,0.84,0.37,0.28,0.09
"Bobby Brink","BOBBY.BRINK","8481553","24-25","PHI","R","R",2001-07-08,23,2019,2,34,79,985.3,0.55,0.79,0.79,2.13,4.99,7.25,9.38,0.66,10.98,7.56,9.13,1.77,3.04,1.16,5.6,4.57,0.49,0.43,0,0,-0.06,0.97,2.01,-1.04
"Bobby Butler","BOBBY.BUTLER","8475637","09-10","OTT","R","R",1987-04-26,22,2005,NA,NA,2,16.68,0,0,0,0,7.19,10.79,14.39,0.36,0,0,3.33,0,3.6,3.6,3.6,3.6,0,3.6,0,0,3.6,0,0,0
"Bobby Butler","BOBBY.BUTLER","8475637","10-11","OTT","R","R",1987-04-26,23,2005,NA,NA,36,468.37,1.15,0.38,0.51,2.05,8.2,10.89,12.55,0.71,14.06,10.59,6.52,1.79,1.54,0.9,3.59,6.02,0.64,0.51,0,0,-0.13,0,0.26,-0.26
"Bobby Butler","BOBBY.BUTLER","8475637","11-12","OTT","R","R",1987-04-26,24,2005,NA,NA,56,588.57,0.61,0.31,0.61,1.53,8.26,11.83,15.8,0.65,7.41,5.17,5.47,1.33,1.83,2.65,3.47,5.61,0.31,0.71,0,0,0.41,0.31,0,0.31
"Bobby Butler","BOBBY.BUTLER","8475637","12-13","N.J","R","R",1987-04-26,25,2005,NA,NA,14,109.43,0,0,0,0,5.48,7.68,12.06,0.38,0,0,4.93,1.1,0.55,1.64,3.84,5.48,0,1.1,0,0,1.1,1.1,0.55,0.55
"Bobby Butler","BOBBY.BUTLER","8475637","12-13","NSH","R","R",1987-04-26,25,2005,NA,NA,20,195.23,0.92,0.61,0.31,1.84,6.76,8.3,10.45,0.56,13.64,11.11,6.74,0.61,0.92,1.23,2.15,5.84,0.31,1.23,0,0,0.92,0,0.31,-0.31
"Bobby Butler","BOBBY.BUTLER","8475637","13-14","FLA","R","R",1987-04-26,26,2005,NA,NA,2,25.95,0,0,2.31,2.31,11.56,11.56,20.81,0.42,0,0,3.6,0,0,4.62,4.62,2.31,0,0,0,0,0,0,0,0
"Bobby Farnham","BOBBY.FARNHAM","8476769","14-15","PIT","R","L",1989-01-21,25,2007,NA,NA,11,76.97,0,0,0,0,3.9,7.02,10.13,0.42,0,0,6,1.56,0.78,0,20.27,10.91,1.56,5.46,3.12,3.12,3.9,0,0,0
"Bobby Farnham","BOBBY.FARNHAM","8476769","15-16","N.J","R","L",1989-01-21,26,2007,NA,NA,50,466.48,1.03,0.13,0.13,1.29,6.17,9.13,10.8,0.63,16.67,11.27,6.92,2.19,0.9,1.41,10.55,9.9,1.8,2.44,0.77,0.64,0.51,0.26,0.26,0
"Bobby Farnham","BOBBY.FARNHAM","8476769","15-16","PIT","R","L",1989-01-21,26,2007,NA,NA,3,17.72,0,0,0,0,6.77,6.77,6.77,0.03,0,0,0.5,0,0,0,33.86,6.77,0,0,3.39,3.39,0,0,0,0
"Bobby Farnham","BOBBY.FARNHAM","8476769","16-17","MTL","R","L",1989-01-21,27,2007,NA,NA,3,24.17,0,0,0,0,4.96,4.96,4.96,0.37,0,0,7.5,4.96,0,0,19.86,7.45,2.48,0,2.48,2.48,-2.48,2.48,0,2.48
"Bobby Holik","BOBBY.HOLIK","8447958","08-09","N.J","C","R",1971-01-01,37,1989,1,10,62,604.55,0.4,0.1,0.3,0.79,7.54,9.53,11.61,0.5,5.26,4.17,5.28,0.6,1.09,1.39,13.1,3.47,3.08,1.19,0,0,-1.89,27,19.25,7.74
"Bobby McMann","BOBBY.MCMANN","8482259","22-23","TOR","C","L",1996-06-15,26,2014,NA,NA,10,103.32,0,0,0.58,0.58,9.29,13.94,15.68,1.1,0,0,7.92,0,1.16,1.16,9.87,11.03,0.58,0,0,0,-0.58,0.58,0.58,0
"Bobby McMann","BOBBY.MCMANN","8482259","23-24","TOR","C","L",1996-06-15,27,2014,NA,NA,56,582.43,1.24,0.31,0.62,2.16,11.13,15.14,18.54,0.94,11.11,8.16,6.23,1.85,1.03,1.75,11.85,5.97,0.72,0.93,0.21,0.1,0.1,0.62,0.21,0.41
"Bobby McMann","BOBBY.MCMANN","8482259","24-25","TOR","C","L",1996-06-15,28,2014,NA,NA,74,963.15,1,0.44,0.25,1.68,9.41,13.14,16.26,0.75,10.6,7.58,5.73,1.43,1.93,1,8.41,3.74,0.56,0.5,0.06,0.06,-0.06,0.19,0.81,-0.62
"Bobby Robins","BOBBY.ROBINS","8472365","14-15","BOS","C","R",1981-10-17,32,2000,NA,NA,3,22.7,0,0,0,0,0,0,0,0,0,0,0,0,2.64,0,15.86,2.64,5.29,2.64,5.29,5.29,-2.64,0,0,0
"Bobby Ryan","BOBBY.RYAN","8471676","08-09","ANA","R","R",1987-03-17,21,2005,1,2,64,794.07,1.44,0.6,0.53,2.57,9.6,13.37,16.17,0.86,14.96,10.73,6.44,0.76,1.66,1.44,5.52,6.04,0.76,1.36,0.08,0.08,0.6,0.38,0.53,-0.15
"Bobby Ryan","BOBBY.RYAN","8471676","09-10","ANA","R","R",1987-03-17,22,2005,1,2,81,1222.53,1.03,0.54,0.39,1.96,9.23,13.35,17.18,0.87,11.17,7.72,6.54,0.74,1.18,1.67,5.79,6.38,0.88,1.47,0.05,0.1,0.64,1.28,1.96,-0.69
"Bobby Ryan","BOBBY.RYAN","8471676","10-11","ANA","R","R",1987-03-17,23,2005,1,2,82,1334,1.12,0.9,0.45,2.47,9.58,12.59,14.93,0.9,11.74,8.93,7.14,1.39,1.57,2.47,6.48,4.77,0.76,1.39,0.04,0,0.58,3.1,4.32,-1.21
"Bobby Ryan","BOBBY.RYAN","8471676","11-12","ANA","R","R",1987-03-17,24,2005,1,2,82,1240.5,1.21,0.73,0.15,2.08,8.22,11.41,14.46,0.82,14.71,10.59,7.17,1.06,1.89,1.45,5.08,5.85,0.77,1.11,0.05,0.05,0.34,0.53,1.84,-1.31
"Bobby Ryan","BOBBY.RYAN","8471676","12-13","ANA","R","R",1987-03-17,25,2005,1,2,46,661.62,0.82,0.54,0.63,2,7.89,11.34,14.6,0.8,10.34,7.2,7.1,2.36,1.81,2,6.89,4.72,0.36,1,0.09,0.09,0.63,2.18,4.53,-2.36
"Bobby Ryan","BOBBY.RYAN","8471676","13-14","OTT","R","R",1987-03-17,26,2005,1,2,70,972.87,0.93,0.8,0.43,2.16,9.07,13.01,17.15,0.85,10.2,7.11,6.56,1.79,1.54,2.71,6.11,5.37,0.74,0.49,0.06,0.06,-0.25,0.43,0.19,0.25
"Bobby Ryan","BOBBY.RYAN","8471676","14-15","OTT","R","R",1987-03-17,27,2005,1,2,78,1082.95,0.72,0.72,0.55,1.99,8.7,11.14,14.85,0.69,8.28,6.47,6.2,1.66,1.94,3.21,5.49,5.32,0.61,0.83,0,0,0.22,0.17,0.39,-0.22
"Bobby Ryan","BOBBY.RYAN","8471676","15-16","OTT","R","R",1987-03-17,28,2005,1,2,81,1108.47,0.76,0.92,0.27,1.95,7.58,10.23,13.59,0.75,10,7.41,7.38,1.19,2,2.71,5.25,5.3,0.65,1.08,0,0.05,0.49,0.16,0.43,-0.27
"Bobby Ryan","BOBBY.RYAN","8471676","16-17","OTT","R","R",1987-03-17,29,2005,1,2,62,795.42,0.75,0.38,0.23,1.36,7.17,9.73,14.26,0.59,10.53,7.75,6.02,2.41,1.81,1.89,7.92,4.3,0.68,1.21,0,0,0.53,0.3,0.23,0.08
"Bobby Ryan","BOBBY.RYAN","8471676","17-18","OTT","R","R",1987-03-17,30,2005,1,2,62,823.8,0.73,0.8,0.51,2.04,6.34,9.4,13.62,0.59,11.49,7.75,6.31,3.71,2.26,1.53,6.55,5.46,0.29,0.51,0,0,0.22,0.87,0.58,0.29
"Bobby Ryan","BOBBY.RYAN","8471676","18-19","OTT","R","R",1987-03-17,31,2005,1,2,78,1004.37,0.42,0.66,0.36,1.43,6.93,10.45,13.8,0.54,6.03,4,5.17,2.93,2.27,2.69,4.18,4.06,0.66,0.78,0.06,0.06,0.12,0.36,0.96,-0.6
"Bobby Ryan","BOBBY.RYAN","8471676","19-20","OTT","R","R",1987-03-17,32,2005,1,2,24,258.82,0.93,0.46,0.23,1.62,7.19,11.59,16,0.57,12.9,8,4.92,2.78,2.55,2.09,8.81,1.85,0.93,0.7,0.46,0.46,-0.23,0.7,0.46,0.23
"Bobby Ryan","BOBBY.RYAN","8471676","20-21","DET","R","R",1987-03-17,33,2005,1,2,33,399.4,0.75,0.6,0,1.35,7.81,10.22,13.37,0.52,9.62,7.35,5.06,2.55,1.8,1.5,4.51,4.81,0.75,0.9,0,0,0.15,0.6,1.65,-1.05
"Bobby Sanguinetti","BOBBY.SANGUINETTI","8473610","09-10","NYR","D","R",1988-02-29,21,2006,1,21,5,52.7,0,0,0,0,5.69,11.39,13.66,0.28,0,0,2.5,2.28,0,1.14,3.42,6.83,1.14,1.14,0,0,0,0,0,0
"Bobby Sanguinetti","BOBBY.SANGUINETTI","8473610","11-12","CAR","D","R",1988-02-29,23,2006,1,21,3,27,0,0,0,0,8.89,11.11,13.33,0.27,0,0,2.4,4.44,2.22,0,2.22,6.67,0,0,0,0,0,0,0,0
"Bobby Sanguinetti","BOBBY.SANGUINETTI","8473610","12-13","CAR","D","R",1988-02-29,24,2006,1,21,37,478.38,0.25,0.25,0.13,0.63,5.52,7.53,10.91,0.25,4.55,3.33,3.3,4.01,1.25,1.13,5.64,7.27,0.25,0.75,0,0,0.5,0,0.13,-0.13
"Bogdan Kiselevich","BOGDAN.KISELEVICH","8480955","18-19","FLA","D","L",1990-02-14,28,2008,NA,NA,32,445.87,0,0.81,0.27,1.08,1.75,2.96,5.52,0.07,0,0,2.27,2.83,1.21,0.54,6.32,9.55,0.67,0.27,0,0,-0.4,0,0,0
"Bogdan Yakimov","BOGDAN.YAKIMOV","8477410","14-15","EDM","C","L",1994-10-04,19,2013,3,83,1,11.32,0,0,0,0,5.3,5.3,5.3,1.06,0,0,20,0,0,0,10.6,10.6,0,0,0,0,0,15.9,21.2,-5.3
"Bokondji Imama","BOKONDJI.IMAMA","8478147","21-22","ARI","L","L",1996-08-03,25,2015,6,180,4,18.08,3.32,0,0,3.32,9.96,9.96,13.27,1.43,33.33,33.33,14.33,0,3.32,0,33.19,0,0,0,3.32,3.32,0,0,0,0
"Bokondji Imama","BOKONDJI.IMAMA","8478147","22-23","ARI","L","L",1996-08-03,26,2015,6,180,5,37.33,0,0,0,0,0,1.61,4.82,0.05,0,0,3,3.21,0,0,20.89,4.82,0,0,1.61,1.61,0,0,0,0
"Bokondji Imama","BOKONDJI.IMAMA","8478147","23-24","OTT","L","L",1996-08-03,27,2015,6,180,6,33.52,0,0,0,0,1.79,8.95,14.32,0.23,0,0,2.6,1.79,1.79,0,35.8,5.37,1.79,0,1.79,1.79,-1.79,0,0,0
"Bokondji Imama","BOKONDJI.IMAMA","8478147","24-25","PIT","L","L",1996-08-03,28,2015,6,180,16,89.63,0.67,0,0,0.67,6.69,8.03,8.7,0.23,10,8.33,2.83,4.69,2.01,0,30.12,4.69,2.68,0,1.34,1.34,-2.68,0,0,0
"Boo Nieves","BOO.NIEVES","8476922","16-17","NYR","C","L",1994-01-23,22,2012,2,59,1,11.65,0,0,0,0,0,5.15,5.15,0.52,0,0,10,5.15,0,0,0,5.15,0,0,0,0,0,15.45,36.05,-20.6
"Boo Nieves","BOO.NIEVES","8476922","17-18","NYR","C","L",1994-01-23,23,2012,2,59,28,270.17,0.22,0.67,0.89,1.78,5.11,6.66,7.77,0.45,4.35,3.33,6.7,3.78,1.78,3.33,6.44,6.88,1.11,0.22,0,0,-0.89,20.88,25.32,-4.44
"Boo Nieves","BOO.NIEVES","8476922","18-19","NYR","C","L",1994-01-23,24,2012,2,59,43,388.25,0.62,0.46,0.46,1.55,4.79,5.87,7.57,0.43,12.9,10.53,7.26,2.63,2.94,1.55,5.1,6.65,0.62,1.39,0,0,0.77,13.29,20.71,-7.42
"Boo Nieves","BOO.NIEVES","8476922","19-20","NYR","C","L",1994-01-23,25,2012,2,59,4,27.1,0,0,0,0,2.21,6.64,13.28,0.18,0,0,2.67,4.43,0,2.21,6.64,6.64,4.43,0,0,0,-4.43,31,11.07,19.93
"Boone Jenner","BOONE.JENNER","8476432","13-14","CBJ","C","L",1993-06-15,20,2011,2,37,72,933.1,0.64,0.39,0.26,1.29,6.94,9.52,12.09,0.6,9.26,6.76,6.3,2.25,1.41,1.74,13.44,5.66,0.96,1.61,0.06,0.06,0.64,0.9,0.96,-0.06
